date,team_name,opponent,w_l,set_wins,set_loss,s,kills,errors,total_attacks,hit_pct,assists,aces,serr,digs,block_solos,block_assists,opp_kills,opp_errors,opp_total_attacks,opp_hit_pct,opp_assists,opp_aces,opp_serr,opp_digs,opp_block_solos,opp_block_assists,ms
2023-10-07,Minnesota Golden Gophers,@ Rutgers,loss,1,3,4,50,14,141,0.255,45,4,12,57,0,18,55,19,146,0.247,51,5,6,66,1,6,NA
2023-10-11,Minnesota Golden Gophers,@ Michigan,win,3,0,3,44,8,93,0.387,40,5,6,41,2,12,30,20,97,0.103,28,6,7,30,1,4,NA
2023-10-15,Minnesota Golden Gophers,Northwestern,win,3,2,5,52,27,168,0.149,48,12,7,68,2,20,60,26,165,0.206,58,6,14,77,2,14,NA
2023-10-20,Minnesota Golden Gophers,Rutgers,win,3,0,3,39,14,99,0.253,35,5,5,49,0,20,27,22,109,0.046,24,2,9,37,1,16,NA
2023-10-22,Minnesota Golden Gophers,Michigan St.,win,3,1,4,48,19,133,0.218,44,10,3,63,1,26,46,28,151,0.119,43,6,10,54,1,14,NA
2023-10-26,Minnesota Golden Gophers,@ Purdue,loss,0,3,3,51,16,121,0.289,47,1,5,45,1,0,47,6,105,0.39,45,7,5,45,1,14,NA
2023-10-29,Minnesota Golden Gophers,@ Wisconsin,loss,0,3,3,32,19,121,0.107,30,1,4,44,2,8,48,12,110,0.327,46,4,7,61,2,20,NA
2023-11-03,Minnesota Golden Gophers,@ Ohio St.,win,3,1,4,44,18,133,0.195,42,8,5,60,1,22,48,28,150,0.133,45,11,8,65,1,8,NA
2023-11-05,Minnesota Golden Gophers,@ Northwestern,win,3,1,4,56,20,150,0.24,53,7,9,56,1,20,56,27,153,0.19,54,9,8,66,2,14,NA
2023-11-10,Minnesota Golden Gophers,Purdue,loss,1,3,4,45,25,164,0.122,44,5,5,68,0,22,60,24,158,0.228,57,2,7,79,2,22,NA
2023-11-12,Minnesota Golden Gophers,@ Indiana,win,3,2,5,61,24,159,0.233,58,5,12,61,2,18,68,25,176,0.244,65,10,13,65,3,20,NA
2023-11-17,Minnesota Golden Gophers,Iowa,win,3,0,3,50,16,107,0.318,45,4,8,46,1,14,23,14,89,0.101,22,6,5,32,0,14,NA
2023-11-18,Minnesota Golden Gophers,Ohio St.,win,3,0,3,35,9,84,0.31,31,9,3,48,0,22,26,22,102,0.039,25,2,8,37,1,10,NA
2023-11-24,Minnesota Golden Gophers,Illinois,win,3,0,3,45,11,112,0.304,40,3,5,57,0,14,34,21,122,0.107,33,7,6,47,1,14,NA
2023-11-25,Minnesota Golden Gophers,Nebraska,loss,1,3,4,50,22,152,0.184,46,3,7,69,1,18,61,22,166,0.235,58,6,9,71,2,26,NA
2021-01-22,Nebraska Huskers,@ Indiana,win,3,0,3,41,15,82,0.317,36,7,10,36,0,10,27,15,86,0.14,24,5,10,21,2,8,0
2021-01-23,Nebraska Huskers,@ Indiana,win,3,0,3,39,16,101,0.228,34,4,7,43,3,18,30,25,104,0.048,28,2,7,39,2,4,0
2021-01-29,Nebraska Huskers,@  Northwestern,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,41,19,132,0.167,37,3,10,46,2,16,0
2021-01-30,Nebraska Huskers,@  Northwestern,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,26,13,77,0.169,26,3,5,31,0,12,0
2021-02-05,Nebraska Huskers,Maryland,win,3,1,4,59,25,137,0.248,56,7,8,56,1,16,34,16,95,0.189,31,2,7,31,1,12,0
2021-02-06,Nebraska Huskers,Maryland,win,3,0,3,49,14,104,0.337,42,8,7,34,1,12,40,21,147,0.129,36,5,7,66,0,16,0
2021-02-12,Nebraska Huskers,@ Rutgers,win,3,0,3,46,14,100,0.32,42,5,5,39,2,8,51,20,158,0.196,43,6,3,73,1,38,0
2021-02-13,Nebraska Huskers,@ Rutgers,win,3,1,4,61,19,156,0.269,54,5,8,79,3,24,36,19,111,0.153,36,0,8,51,1,8,0
2021-02-19,Nebraska Huskers,Minnesota,loss,1,3,4,57,31,173,0.15,52,4,6,76,2,12,36,19,111,0.153,31,5,10,35,1,12,0
2021-02-21,Nebraska Huskers,Minnesota,win,3,0,3,43,10,110,0.3,40,4,8,50,0,17,41,25,118,0.136,36,6,11,39,0,8,0
2021-02-26,Nebraska Huskers,@  Wisconsin,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,67,27,180,0.222,61,2,12,71,2,6,0
2021-02-27,Nebraska Huskers,@  Wisconsin,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,66,20,164,0.28,62,6,12,57,0,20,0
2021-03-05,Nebraska Huskers,@ Illinois,win,3,0,3,44,15,103,0.282,38,2,3,47,2,12,29,17,101,0.119,26,2,4,37,0,10,0
2021-03-06,Nebraska Huskers,@ Illinois,win,3,0,3,39,14,102,0.245,35,4,8,39,1,12,22,21,77,0.013,21,3,9,18,1,8,0
2021-03-12,Nebraska Huskers,Ohio St.,win,3,2,5,61,20,163,0.252,57,6,9,71,1,16,45,21,149,0.161,42,5,11,52,1,16,0
2021-03-13,Nebraska Huskers,Ohio St.,loss,2,3,5,67,27,164,0.244,63,3,8,65,0,10,25,18,97,0.072,24,3,6,40,2,6,0
2021-03-17,Nebraska Huskers,@ Iowa,win,3,0,3,49,13,101,0.356,44,4,7,49,1,8,34,17,92,0.185,34,2,5,39,0,2,0
2021-03-20,Nebraska Huskers,Iowa,win,3,0,3,40,11,73,0.397,39,4,10,31,1,14,31,17,99,0.141,28,3,8,40,0,9,0
2021-03-25,Nebraska Huskers,@ Michigan,win,3,1,4,52,20,138,0.232,49,10,5,69,0,22,58,15,128,0.336,53,8,15,45,0,25,0
2021-03-26,Nebraska Huskers,@ Michigan,win,3,0,3,43,9,94,0.362,37,7,7,44,1,20,0,0,0,0,0,0,0,0,0,0,0
2021-04-15,Nebraska Huskers,"Texas St. @ Omaha, NE",win,3,0,3,50,9,103,0.398,47,3,8,35,0,14,0,0,0,0,0,0,0,0,0,0,0
2021-04-18,Nebraska Huskers,"Baylor @ Omaha, NE",win,3,0,3,41,17,108,0.222,39,8,4,46,1,14,0,0,0,0,0,0,0,0,0,0,0
2021-04-19,Nebraska Huskers,"Texas @ Omaha, NE",loss,1,3,4,44,24,117,0.171,43,9,3,48,1,10,0,0,0,0,0,0,0,0,0,0,0
2021-08-27,Nebraska Huskers,Colgate,win,3,0,3,36,11,96,0.26,32,4,4,49,0,31,25,26,110,-0.009,22,0,8,42,1,8,NA
2021-08-28,Nebraska Huskers,Kansas St.,win,3,1,4,55,21,152,0.224,50,4,10,64,0,11,49,20,148,0.196,45,5,9,65,1,19,NA
2021-09-03,Nebraska Huskers,Omaha,win,3,2,5,51,22,152,0.191,48,3,8,73,1,28,47,33,168,0.083,47,4,9,74,1,14,NA
2021-09-03,Nebraska Huskers,Georgia,win,3,1,4,51,24,117,0.231,49,5,7,42,4,16,45,26,117,0.162,44,8,12,36,0,20,NA
2021-09-04,Nebraska Huskers,Arizona St.,win,3,0,3,48,12,103,0.35,45,3,8,51,2,12,29,16,102,0.127,28,3,7,41,3,6,NA
2021-09-08,Nebraska Huskers,@ Creighton,win,3,0,3,40,18,124,0.177,38,5,5,69,1,16,28,21,131,0.053,27,1,7,59,1,16,NA
2021-09-11,Nebraska Huskers,Utah,loss,2,3,5,57,23,168,0.202,52,10,8,63,0,16,68,35,173,0.191,64,10,8,78,0,20,NA
2021-09-14,Nebraska Huskers,@ Stanford,loss,1,3,4,50,23,143,0.189,47,4,3,59,2,17,55,20,149,0.235,52,5,12,59,2,17,NA
2021-09-18,Nebraska Huskers,Louisville,loss,0,3,3,31,26,108,0.046,27,2,6,30,1,12,41,17,94,0.255,37,2,5,41,3,19,NA
2021-09-22,Nebraska Huskers,@ Northwestern,win,3,1,4,60,19,133,0.308,49,6,9,56,3,14,49,20,135,0.215,45,3,10,48,5,6,NA
2021-09-25,Nebraska Huskers,Iowa,win,3,0,3,48,17,116,0.267,47,5,3,51,2,8,39,15,111,0.216,38,2,7,41,2,8,NA
2021-10-01,Nebraska Huskers,Michigan,win,3,0,3,47,4,94,0.457,45,9,6,45,0,16,31,12,95,0.2,26,1,5,42,0,2,NA
2021-10-03,Nebraska Huskers,Michigan St.,win,3,0,3,41,13,112,0.25,38,4,8,60,3,8,30,21,114,0.079,28,3,9,47,0,12,NA
2021-10-08,Nebraska Huskers,@ Penn St.,win,3,1,4,62,24,156,0.244,57,8,9,76,0,16,46,18,159,0.176,43,1,9,58,6,6,NA
2021-10-10,Nebraska Huskers,@ Rutgers,win,3,0,3,42,16,102,0.255,37,10,4,54,1,12,19,15,96,0.042,17,1,7,38,2,4,NA
2021-10-13,Nebraska Huskers,Indiana,win,3,0,3,46,9,97,0.381,40,4,5,58,0,15,23,17,105,0.057,21,3,5,36,2,10,NA
2021-10-16,Nebraska Huskers,Illinois,win,3,0,3,42,15,101,0.267,42,3,8,52,0,10,30,19,110,0.1,27,1,11,37,1,16,NA
2021-10-20,Nebraska Huskers,@ Iowa,win,3,0,3,46,13,124,0.266,45,8,8,55,3,10,43,17,121,0.215,42,3,5,55,0,6,NA
2021-10-23,Nebraska Huskers,Purdue,win,3,1,4,64,28,168,0.214,59,6,9,70,1,12,39,22,138,0.123,38,1,6,62,2,28,NA
2021-10-27,Nebraska Huskers,Wisconsin,loss,0,3,3,42,21,142,0.148,37,0,7,60,2,12,46,16,131,0.229,45,1,7,66,2,14,NA
2021-10-30,Nebraska Huskers,@ Minnesota,loss,2,3,5,68,36,237,0.135,65,5,12,97,1,27,59,26,197,0.168,57,8,4,107,1,18,NA
2021-11-04,Nebraska Huskers,@ Illinois,win,3,0,3,42,16,126,0.206,42,6,3,66,2,8,39,15,132,0.182,34,2,9,56,1,12,NA
2021-11-06,Nebraska Huskers,@ Ohio St.,loss,0,3,3,40,15,123,0.203,35,2,11,50,0,22,47,19,122,0.23,41,2,6,58,1,16,NA
2021-11-12,Nebraska Huskers,Maryland,win,3,0,3,43,19,141,0.17,38,2,6,78,1,20,25,25,136,0,21,2,6,64,1,16,NA
2021-11-14,Nebraska Huskers,@ Indiana,win,3,1,4,62,27,167,0.21,57,6,10,79,2,6,38,14,147,0.163,34,2,12,66,3,16,NA
2021-11-19,Nebraska Huskers,Penn St.,win,3,0,3,42,20,118,0.186,42,4,6,56,1,18,30,20,113,0.088,29,1,8,50,0,14,NA
2021-11-26,Nebraska Huskers,@ Wisconsin,loss,1,3,4,50,25,149,0.168,43,10,6,55,0,20,55,23,142,0.225,53,4,6,63,0,28,NA
2021-11-27,Nebraska Huskers,@ Purdue,win,3,1,4,54,22,155,0.206,50,6,11,75,0,18,36,28,152,0.053,34,1,8,69,1,26,NA
2021-12-03,Nebraska Huskers,Campbell,win,3,0,3,44,16,103,0.272,41,6,7,41,2,16,20,22,89,-0.022,20,1,3,36,1,8,NA
2021-12-04,Nebraska Huskers,Florida St.,win,3,0,3,54,16,145,0.262,51,4,7,71,0,19,31,16,123,0.122,30,2,0,68,1,10,NA
2021-12-09,Nebraska Huskers,"Illinois @ Austin, TX",win,3,0,3,41,14,104,0.26,38,8,4,51,1,10,26,17,102,0.088,23,4,7,47,0,10,NA
2021-12-11,Nebraska Huskers,@ Texas,win,3,1,4,59,24,135,0.259,50,9,8,55,0,18,49,16,132,0.25,47,6,14,42,0,26,NA
2021-12-16,Nebraska Huskers,"Pittsburgh @ Columbus, OH",win,3,1,4,51,19,134,0.239,49,6,6,50,1,18,52,21,133,0.233,51,5,12,56,1,12,NA
2021-12-18,Nebraska Huskers,"Wisconsin @ Columbus, OH",loss,2,3,5,68,39,206,0.141,63,4,9,93,1,18,60,25,191,0.183,59,7,14,79,4,40,NA
2022-08-26,Nebraska Huskers,A&M-Corpus Christi,win,3,0,3,38,7,80,0.388,30,5,10,41,0,24,20,22,97,-0.021,18,2,9,30,0,5,NA
2022-08-26,Nebraska Huskers,Tulsa,win,3,0,3,47,12,110,0.318,46,3,5,59,1,16,21,17,106,0.038,20,2,6,41,0,4,NA
2022-08-27,Nebraska Huskers,Pepperdine,win,3,0,3,38,24,117,0.12,33,1,10,41,0,20,28,27,107,0.009,28,2,9,49,3,18,NA
2022-09-01,Nebraska Huskers,LMU (CA),win,3,0,3,44,11,91,0.363,37,5,6,40,1,7,31,14,92,0.185,31,2,12,29,0,11,NA
2022-09-03,Nebraska Huskers,Ole Miss,win,3,0,3,40,9,94,0.33,36,4,9,46,0,16,35,16,103,0.184,32,2,15,39,1,14,NA
2022-09-07,Nebraska Huskers,@ Creighton,win,3,2,5,78,27,209,0.244,75,0,10,93,2,14,61,22,193,0.202,54,3,5,89,1,12,NA
2022-09-10,Nebraska Huskers,Long Beach St.,win,3,0,3,44,16,99,0.283,40,2,8,45,0,14,26,18,103,0.078,24,1,8,34,2,12,NA
2022-09-13,Nebraska Huskers,Stanford,loss,1,3,4,50,24,157,0.166,45,3,14,68,1,19,55,21,161,0.211,52,4,23,64,0,20,NA
2022-09-18,Nebraska Huskers,@ Kentucky,win,3,0,3,44,9,116,0.302,43,4,11,51,1,18,38,20,128,0.141,32,2,6,52,1,4,NA
2022-09-23,Nebraska Huskers,Michigan St.,win,3,0,3,43,19,107,0.224,39,1,10,43,2,8,27,12,88,0.17,25,1,15,37,1,16,NA
2022-09-24,Nebraska Huskers,Ohio St.,win,3,2,5,46,22,172,0.14,43,6,15,61,1,28,64,35,192,0.151,61,0,20,79,0,10,NA
2022-09-30,Nebraska Huskers,@ Rutgers,win,3,0,3,42,8,84,0.405,38,12,8,40,1,6,17,18,83,-0.012,15,0,3,28,0,4,NA
2022-10-02,Nebraska Huskers,@ Maryland,win,3,1,4,46,29,152,0.112,42,7,5,60,2,22,43,34,152,0.059,36,4,6,61,0,37,NA
2022-10-06,Nebraska Huskers,@ Michigan St.,win,3,0,3,40,11,81,0.358,35,5,7,32,2,14,26,23,96,0.031,24,5,5,29,1,6,NA
2022-10-08,Nebraska Huskers,@ Michigan,win,3,0,3,45,8,112,0.33,41,6,9,47,1,21,40,19,114,0.184,39,0,6,56,0,4,NA
2022-10-14,Nebraska Huskers,Penn St.,win,3,0,3,34,12,106,0.208,28,2,9,51,1,30,27,25,120,0.017,26,0,10,52,1,6,NA
2022-10-16,Nebraska Huskers,Northwestern,win,3,0,3,45,13,108,0.296,40,4,5,50,0,15,39,16,118,0.195,36,0,9,49,2,8,NA
2022-10-19,Nebraska Huskers,@ Purdue,win,3,0,3,41,13,95,0.295,38,3,9,38,0,12,36,21,107,0.14,33,1,8,34,0,16,NA
2022-10-22,Nebraska Huskers,@ Illinois,win,3,0,3,44,13,97,0.32,38,5,5,44,1,10,30,15,93,0.161,28,3,10,29,1,10,NA
2022-10-26,Nebraska Huskers,@ Wisconsin,loss,0,3,3,37,18,117,0.162,33,1,7,46,1,17,44,19,121,0.207,42,6,6,52,0,18,NA
2022-10-29,Nebraska Huskers,Maryland,win,3,0,3,38,13,95,0.263,34,6,5,46,0,24,24,24,96,0,23,0,6,41,1,8,NA
2022-11-02,Nebraska Huskers,Indiana,win,3,0,3,37,17,96,0.208,35,3,6,42,1,12,33,20,105,0.124,31,3,13,33,2,4,NA
2022-11-06,Nebraska Huskers,@ Northwestern,win,3,2,5,66,22,152,0.289,60,4,14,57,2,24,59,29,159,0.189,54,6,11,51,1,12,NA
2022-11-11,Nebraska Huskers,Iowa,win,3,0,3,40,11,95,0.305,36,5,8,51,1,16,17,24,100,-0.07,16,3,6,37,1,6,NA
2022-11-13,Nebraska Huskers,@ Ohio St.,loss,1,3,4,59,24,208,0.168,57,6,13,86,0,12,66,18,189,0.254,64,3,9,101,0,18,NA
2022-11-18,Nebraska Huskers,@ Iowa,win,3,0,3,44,10,95,0.358,40,5,4,55,0,12,28,17,108,0.102,21,2,9,34,1,8,NA
2022-11-20,Nebraska Huskers,Purdue,win,3,0,3,40,17,120,0.192,38,2,3,63,2,14,28,26,129,0.016,26,3,5,53,2,13,NA
2022-11-25,Nebraska Huskers,Wisconsin,loss,1,3,4,55,24,155,0.2,49,1,9,66,0,20,57,21,153,0.235,55,4,8,62,2,16,NA
2022-11-26,Nebraska Huskers,Minnesota,loss,0,3,3,41,22,124,0.153,39,3,10,54,2,6,41,13,115,0.243,38,1,9,51,2,16,NA
2022-12-01,Nebraska Huskers,Delaware St.,win,3,0,3,34,5,85,0.341,31,6,3,56,2,26,18,30,111,-0.108,17,4,3,36,0,0,NA
2022-12-02,Nebraska Huskers,Kansas,win,3,1,4,58,23,151,0.232,54,1,9,71,2,18,45,22,151,0.152,43,4,13,60,1,24,NA
2022-12-08,Nebraska Huskers,"Oregon @ Louisville, KY",loss,2,3,5,63,26,186,0.199,58,7,5,78,3,22,74,31,198,0.217,70,4,14,83,2,10,NA
2023-08-25,Nebraska Huskers,Utah St.,win,3,0,3,36,12,84,0.286,33,4,7,31,2,18,30,24,99,0.061,29,5,10,28,0,12,NA
2023-08-26,Nebraska Huskers,Lipscomb,win,3,0,3,42,12,82,0.366,38,4,8,38,0,12,22,14,88,0.091,22,5,15,25,1,10,NA
2023-08-27,Nebraska Huskers,SMU,win,3,0,3,38,22,111,0.144,37,4,7,60,0,22,25,20,110,0.045,20,1,13,41,0,14,NA
2023-08-30,Nebraska Huskers,Omaha,win,3,0,3,29,8,80,0.262,25,7,12,33,0,14,18,25,88,-0.08,18,1,11,37,0,9,NA
2023-09-03,Nebraska Huskers,@ Kansas St.,win,3,0,3,42,14,101,0.277,39,2,7,46,1,22,31,25,108,0.056,30,3,6,36,3,8,NA
2023-09-06,Nebraska Huskers,Creighton,win,3,1,4,52,16,118,0.305,49,6,6,47,2,16,42,28,128,0.109,40,2,10,41,2,2,NA
2023-09-09,Nebraska Huskers,Long Beach St.,win,3,0,3,46,11,89,0.393,41,3,10,33,1,16,25,20,91,0.055,22,1,6,27,1,11,NA
2023-09-12,Nebraska Huskers,@ Stanford,win,3,1,4,52,16,108,0.333,47,4,17,38,0,23,48,22,119,0.218,46,4,15,30,0,17,NA
2023-09-17,Nebraska Huskers,Kentucky,win,3,1,4,62,15,139,0.338,58,4,6,61,1,16,53,17,148,0.243,51,4,14,48,1,12,NA
2023-09-22,Nebraska Huskers,Ohio St.,win,3,0,3,42,11,93,0.333,41,3,9,37,1,20,27,19,89,0.09,25,3,9,29,1,6,NA
2023-09-24,Nebraska Huskers,Minnesota,win,3,0,3,46,22,112,0.214,44,3,7,52,3,8,32,15,107,0.159,28,3,10,36,2,14,NA
2023-09-29,Nebraska Huskers,@ Purdue,win,3,2,5,74,24,161,0.311,67,2,12,56,4,23,60,25,153,0.229,57,3,4,47,0,24,NA
2023-09-30,Nebraska Huskers,@ Indiana,win,3,1,4,65,20,133,0.338,61,2,16,53,0,4,43,21,131,0.168,40,3,7,40,6,10,NA
2023-10-06,Nebraska Huskers,@ Michigan St.,win,3,1,4,39,20,113,0.168,38,10,15,45,2,10,34,24,113,0.088,31,4,15,50,0,12,NA
2023-10-07,Nebraska Huskers,@ Michigan,win,3,0,3,48,12,105,0.343,45,6,12,46,1,10,30,13,98,0.173,26,4,11,37,4,2,NA
2023-10-13,Nebraska Huskers,Michigan St.,win,3,1,4,57,18,129,0.302,48,2,14,59,2,18,36,23,134,0.097,32,2,14,49,0,12,NA
2023-10-14,Nebraska Huskers,Penn St.,win,3,0,3,46,17,108,0.269,44,2,13,47,0,16,32,19,111,0.117,30,0,8,42,2,16,NA
2023-10-18,Nebraska Huskers,@ Northwestern,win,3,0,3,45,11,86,0.395,42,9,11,35,1,8,26,14,85,0.141,23,4,7,26,2,6,NA
2023-10-21,Nebraska Huskers,Wisconsin,win,3,2,5,69,44,193,0.13,63,3,11,74,1,12,52,18,157,0.217,49,0,12,65,0,36,NA
2023-10-27,Nebraska Huskers,Maryland,win,3,0,3,44,14,86,0.349,40,5,7,43,0,17,21,19,88,0.023,18,2,7,24,2,8,NA
2023-10-28,Nebraska Huskers,Rutgers,win,3,0,3,44,11,86,0.384,41,4,9,33,0,19,27,17,85,0.118,26,1,7,24,0,4,NA
2023-11-03,Nebraska Huskers,@ Penn St.,win,3,2,5,71,25,160,0.288,66,2,12,56,1,16,59,17,141,0.298,57,0,12,50,3,28,NA
2023-11-05,Nebraska Huskers,@ Rutgers,win,3,0,3,52,14,132,0.288,50,1,8,61,2,12,28,14,110,0.127,26,1,7,52,0,4,NA
2023-11-08,Nebraska Huskers,Northwestern,win,3,1,4,56,21,126,0.278,52,4,7,46,1,24,50,30,140,0.143,47,3,12,38,2,16,NA
2023-11-12,Nebraska Huskers,Illinois,win,3,1,4,54,22,135,0.237,50,10,8,52,1,17,39,25,128,0.109,38,5,7,44,2,14,NA
2023-11-17,Nebraska Huskers,Michigan,win,3,0,3,41,9,87,0.368,36,2,10,45,0,16,27,22,106,0.047,27,1,8,34,2,6,NA
2023-11-19,Nebraska Huskers,@ Iowa,win,3,0,3,46,18,120,0.233,42,4,6,59,0,12,30,16,116,0.121,29,2,8,45,0,17,NA
2023-11-24,Nebraska Huskers,@ Wisconsin,loss,0,3,3,45,18,111,0.243,41,3,3,42,1,4,52,11,115,0.357,50,5,5,45,2,8,NA
2023-11-25,Nebraska Huskers,@ Minnesota,win,3,1,4,61,22,166,0.235,58,6,9,71,2,26,50,22,152,0.184,46,3,7,69,1,18,NA
2021-01-22,Northwestern Wildcats,Rutgers,win,3,0,3,42,8,80,0.425,35,6,7,37,3,14,28,19,86,0.105,23,2,6,30,0,6,0
2021-01-23,Northwestern Wildcats,Rutgers,win,3,0,3,41,14,92,0.293,38,6,7,45,1,14,26,17,95,0.095,24,0,8,27,0,8,0
2021-01-29,Northwestern Wildcats,@  Nebraska,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,33,10,87,0.264,28,6,10,38,1,20,0
2021-01-30,Northwestern Wildcats,@  Nebraska,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,52,17,132,0.265,46,6,9,63,2,14,0
2021-02-09,Northwestern Wildcats,@  Illinois,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,67,30,158,0.234,58,6,8,50,3,20,0
2021-02-13,Northwestern Wildcats,@  Illinois,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,57,21,144,0.25,48,4,9,51,1,14,0
2021-02-19,Northwestern Wildcats,@ Purdue,loss,0,3,3,25,30,101,-0.05,25,2,6,37,0,8,37,8,81,0.358,30,7,4,32,1,26,0
2021-02-20,Northwestern Wildcats,@ Purdue,loss,1,3,4,47,23,143,0.168,43,2,13,60,1,12,49,6,108,0.398,42,9,6,45,3,22,0
2021-02-26,Northwestern Wildcats,Iowa,loss,2,3,5,72,24,154,0.312,66,9,15,54,2,20,49,15,130,0.262,45,5,8,49,4,32,0
2021-02-27,Northwestern Wildcats,Iowa,win,3,2,5,60,25,152,0.23,43,8,12,59,2,12,55,25,153,0.196,52,9,8,60,2,28,0
2021-03-05,Northwestern Wildcats,@  Michigan St.,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-06,Northwestern Wildcats,@  Michigan St.,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-20,Northwestern Wildcats,@  Indiana,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-21,Northwestern Wildcats,@  Indiana,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-26,Northwestern Wildcats,Minnesota,loss,0,3,3,31,20,97,0.113,25,4,7,27,0,8,0,0,0,0,0,0,0,0,0,0,0
2021-03-27,Northwestern Wildcats,Minnesota,loss,1,3,4,53,21,127,0.252,49,6,10,41,2,2,0,0,0,0,0,0,0,0,0,0,0
2021-04-02,Northwestern Wildcats,@ Maryland,loss,2,3,5,62,33,155,0.187,57,13,13,51,1,8,0,0,0,0,0,0,0,0,0,0,0
2021-04-03,Northwestern Wildcats,@ Maryland,win,3,2,5,57,28,158,0.184,53,9,9,59,3,12,0,0,0,0,0,0,0,0,0,0,0
2021-08-27,Northwestern Wildcats,@ Northern Colo.,loss,2,3,5,66,24,154,0.273,58,4,14,69,4,8,58,20,163,0.233,56,6,18,53,2,14,NA
2021-08-28,Northwestern Wildcats,@ Colorado St.,win,3,1,4,53,19,131,0.26,47,10,15,49,1,16,39,22,122,0.139,36,7,7,52,1,6,NA
2021-09-03,Northwestern Wildcats,@ New Mexico St.,loss,2,3,5,55,30,179,0.14,53,8,12,76,6,20,53,30,165,0.139,50,7,6,84,2,15,NA
2021-09-03,Northwestern Wildcats,@ UTEP,loss,0,3,3,33,24,94,0.096,28,2,6,38,0,12,40,15,105,0.238,37,10,13,30,0,22,NA
2021-09-04,Northwestern Wildcats,"Arizona @ Las Cruces, N.M.",loss,2,3,5,64,21,148,0.291,57,10,13,48,2,16,60,26,146,0.233,50,8,6,54,2,10,NA
2021-09-10,Northwestern Wildcats,"Missouri @ Laramie, WY",win,3,0,3,45,19,94,0.277,43,5,10,37,3,10,36,19,99,0.172,34,2,9,27,3,12,NA
2021-09-10,Northwestern Wildcats,@ Wyoming,win,3,1,4,55,12,116,0.371,51,6,11,55,3,14,38,23,125,0.12,32,2,7,44,1,2,NA
2021-09-11,Northwestern Wildcats,"UC Santa Barbara @ Laramie, WY",loss,1,3,4,46,24,129,0.171,44,4,10,38,3,14,54,23,126,0.246,49,6,7,47,6,16,NA
2021-09-17,Northwestern Wildcats,UIC,win,3,1,4,52,16,122,0.295,47,5,5,55,6,6,48,24,152,0.158,44,4,10,44,4,0,NA
2021-09-18,Northwestern Wildcats,DePaul,loss,2,3,5,68,23,165,0.273,61,7,13,64,12,2,61,26,162,0.216,57,5,5,65,8,10,NA
2021-09-18,Northwestern Wildcats,Loyola Chicago,win,3,0,3,44,12,111,0.288,40,6,12,34,8,4,37,21,97,0.165,36,2,3,45,1,6,NA
2021-09-22,Northwestern Wildcats,Nebraska,loss,1,3,4,49,20,135,0.215,45,3,10,48,5,6,60,19,133,0.308,49,6,9,56,3,14,NA
2021-09-25,Northwestern Wildcats,@ Illinois,loss,2,3,5,56,30,141,0.184,48,5,5,47,2,12,65,19,137,0.336,59,6,11,49,1,23,NA
2021-10-01,Northwestern Wildcats,Rutgers,win,3,0,3,41,22,100,0.19,40,4,7,50,12,6,28,19,106,0.085,23,7,10,33,7,10,NA
2021-10-02,Northwestern Wildcats,Minnesota,loss,2,3,5,59,31,163,0.172,52,5,10,78,12,10,61,29,176,0.182,55,9,9,62,6,14,NA
2021-10-08,Northwestern Wildcats,@ Maryland,win,3,2,5,65,33,170,0.188,53,12,13,66,2,10,52,20,145,0.221,47,11,5,61,1,26,NA
2021-10-09,Northwestern Wildcats,@ Penn St.,loss,1,3,4,56,21,142,0.246,52,8,16,48,0,6,56,11,121,0.372,53,5,7,58,2,10,NA
2021-10-13,Northwestern Wildcats,@ Minnesota,loss,0,3,3,29,22,100,0.07,29,1,10,32,0,12,38,10,88,0.318,37,4,3,43,0,22,NA
2021-10-16,Northwestern Wildcats,@ Iowa,win,3,0,3,42,14,104,0.269,41,4,9,46,3,12,34,23,105,0.105,32,6,6,45,1,8,NA
2021-10-20,Northwestern Wildcats,Illinois,loss,1,3,4,48,20,128,0.219,46,7,10,43,3,2,51,12,116,0.336,48,10,9,44,4,18,NA
2021-10-23,Northwestern Wildcats,Iowa,win,3,1,4,47,19,119,0.235,38,9,10,41,6,8,38,20,110,0.164,34,10,8,39,1,6,NA
2021-10-27,Northwestern Wildcats,@ Purdue,loss,0,3,3,32,21,97,0.113,31,2,4,29,1,10,44,13,88,0.352,40,5,4,39,5,12,NA
2021-10-30,Northwestern Wildcats,@ Indiana,win,3,1,4,58,15,147,0.293,52,8,12,69,2,14,37,20,134,0.127,33,1,7,59,2,2,NA
